text,fiscal_period_ref,source,role,page,section,reporting_period,date_of_call,bank,document_type,reference,source_type,is_comparative,sentiment
"And then talked about the markets business, gave you detail the banking team is gaining market share and actually thought to maintain relatively flat fees in a market that was down 20% or something. So we feel very good about the organic growth engine. That's what powers our company, and that delivered $7 billion-plus in after-tax income for another quarter and 15% return on tangible common equity.",quarter,Brian Moynihan,CEO,26,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 26",internal,False,Positive
"Got it. And my second question is for you, Alastair. Do you have any economic ownership of Visa Class B shares remaining? Our understanding is until the litigation was settled, you weren't allowed to set other than to other banks in the initial consortium. But I'm wondering if you've sold any economic ownership through swap or if we still have it on the books because we haven't seen any disclosures on that recently.",quarter,Erika Najarian,Analyst,26,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Erika Najarian (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 26",internal,False,Neutral
"Well, I mean, we essentially sold and edged Visa B position years ago. And then in our markets business, we've financed the sale of Visa by other banks. You can think about that as a hedge thing that's just about a financing. So depending on how that all develops and what other banks choose to do, we end up having some RWA or some liquidity that we can recycle for other clients' benefit in our markets business, but we don't have any meaningful economic stake in Visa B.",quarter,Alastair Borthwick,CFO,26,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 26",internal,False,Neutral
Got it. Thank you.,quarter,Erika Najarian,Analyst,26,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Erika Najarian (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 26",internal,False,Neutral
We'll take our next question from Mike Mayo with Wells Fargo. Please go ahead. Your line is open.,quarter,Operator,Other,26,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 26",internal,False,Neutral
"Hi. Do you expect the efficiency ratio expenses to revenues to improve from 63% and when? And I guess this is a two-part question. One is expenses. As you said, it's down every quarter this year.",quarter,Mike Mayo,Analyst,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Neutral
"You're guiding for the fourth quarter. Slide 5, the digital adoption is about three-fourths for your clients across the firm. So the sustainability of those digital trends to help lower expense or control expenses, given some of the headwinds. And especially given the threat of big tech and fintech, the sustainability of the digital trends, and why you think you have an advantage on so many others.",quarter,Mike Mayo,Analyst,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Positive
"I think they have the advantage. And the second part of that question is revenues. Your NIM is a bit over 2%. Went up a little quarter over quarter, but it was closer to 2.5%.",quarter,Mike Mayo,Analyst,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Neutral
"Going back five years and maybe long term, it's 3%. I'm not sure. So what do you think is a normalized NIM, at the efficiency ratio and the trend for expenses and ultimately, the efficiency ratio?",quarter,Mike Mayo,Analyst,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Neutral
"Sure. So Mike, I think the expenses come down, revenue grows, the efficiency ratio continues to improve. One of the big differences between us and other companies you can compare us to is the size of our wealth management business relative to the size of the company is large. And as you know, that's a business which we continue to work to make more efficient, but it's at least efficient business and a platform.",quarter,Brian Moynihan,CEO,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Positive
"So Lindsay and Eric continue to drive the efficiency there. So yes, we expect the efficiency ratio to continue to improve. And part of that will be as the net interest margin normalized that we normalize the size balance sheet, given it's grossed up for a lot of reasons through the pandemic and stuff. And you kind of fine-tune it, you'll get a little more effectiveness there.",quarter,Brian Moynihan,CEO,27,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 27",internal,False,Positive
"In the past, we ran up to 230 and then the sort of normalized sort of environment, and you'd expect us to keep moving up from there. Now it will be it'll be bouncing around here as we work through the trough in NII that we described, which is we're sort of in the middle of starting this quarter into the first half of next year.",quarter,Brian Moynihan,CEO,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Neutral
"So Mike, and as you know, it's all about management heads, and that's -- last year, at this time, we all talked about the great resignation or last year last summer and how we had to hire people, we over-hired because the issue was could you hire fast enough to get what you needed this year. We're able to bring that excess back out of the system and ended up kind of where we wanted to be at 212,000.",quarter,Brian Moynihan,CEO,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Positive
"As we think forward, we continue to reposition people around the company who are freed up because of that digital application to other things. So in a broad sense, our consumer business is down from 100,000 people to 60,000 people and continues to drift down as we continue to use the -- that's the place of the most leverage in digital across the board, you continue to get less branches, less ATMs. You can see the statistics on the chart.",quarter,Brian Moynihan,CEO,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Negative
"More customer interactions and more customers, that's a pretty good trade, and we continue to drive that, including sales and digital that we disclosed in the back of things.",quarter,Brian Moynihan,CEO,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Positive
"You're running nearly half the sales and, frankly, with improvements on the checking account opening, we can drive another round of growth there. So that's what we're going to do. We continue to drive the efficiency ratio to a level, and we'll see where we can get it to.",quarter,Brian Moynihan,CEO,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Positive
"And then just on that big picture question, I mean, you've invested for over a decade in your data and tech stack and digital engagement. And now we have AI and genAI as a new opportunity and a threat. Why do you think -- or maybe don't. Why do you think that you have an advantage versus, say, smaller banks, fintechs, or big tech?",quarter,Mike Mayo,Analyst,28,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 28",internal,False,Positive
"Well, we have an advantage in that we've been applying it for a number of years now. So effectively, Erica is a form of that and now has 17 million customers working on it everything. And so think about that this quarter. I think there's 170 million interactions, whatever the number is, 180 million interactions, something like that.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Positive
"If you think about that, Mike, in a days gone by, every one of those would have been an email, a text or a call. And so it's obviously tremendously more efficient. And we're continuing to prove we brought it out to the CashPro side, which is the Commercial side. So that helps.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Positive
"If you think about in the $3.8 billion we'll spend in '24 on technology initiative spending, you know ditching, and the team continue to use the techniques that you read about in the paper to increase the efficiency of that development effort. And it's probably 10%, 15% in the short term, building up higher and as people get more and more used to it, and that will allow those dollars to be stretched even further.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Positive
"So we think that's a near-term application that we're already doing and has high probability. And then, frankly, if you think about our capabilities, if you look, we have nearly, I don't know, 6,000, 7,000 patents out there, 600 on AI already related, machine learning-related activities sitting the application filed.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Positive
"We got a lot of inventors in this company. And so we feel good about our ability to compete against the types of people you said. But by the way, we use some of those people who might compete to actually be providers to help us do this stuff. And some of the big tech companies are -- as you listen to them, they have -- it's a business for them to sell that AI capabilities to companies like ours to make us more efficient.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Positive
"So near-term customer help, near-term, employee effectiveness, near-term coding enhancements, etc., etc. But one thing we mentioned is we have invested heavily to have the data in a tech stack ready to go and three-point whatever billion dollars and 1 billion interactions this quarter in digital show that the people are ready to use the services we provide them.",quarter,Brian Moynihan,CEO,29,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 29",internal,False,Neutral
OK. Thank you.,quarter,Mike Mayo,Analyst,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Mike Mayo (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Neutral
We'll take our next question from Steven Chubak with Wolfe Research. Please go ahead. Your line is open.,quarter,Operator,Other,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Neutral
"Hey. Good morning, Brian. Good morning, Alastair. So I wanted to start off with a question on expense.",quarter,Steven Chubak,Analyst,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Steven Chubak (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Neutral
"You said headcount actions, it should provide relief in 4Q and positive flow through into next year. I was hoping you could either help size the benefit from interactions or just frame how we should be thinking about expense growth as we look out to next year.",quarter,Steven Chubak,Analyst,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Steven Chubak (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Positive
"Well, I think what we've tried to do this year, Steve, is communicate pretty clearly what our plan was. As Brian said, we overachieved last year on hiring. So we started the year with 218,000 and expenses of 16.2. And we've really been working on the trajectory over the course of this year.",quarter,Alastair Borthwick,CFO,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Neutral
"So this point of getting the headcount to a place where we're comfortable. 16.2 turns into 16, turns into 15.8, we're now determined to deliver on the 15.6, and I think that's going to set up really well. So our plan is to finalize our strategic planning over the course of the next few weeks, and I think we'll give you more guidance next quarter.",quarter,Alastair Borthwick,CFO,30,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 30",internal,False,Neutral
"Great. And just two clarifying questions or cleanup questions on my end. On the NII remarks, you talked about deposits. I was hoping you could help frame, Alastair, what are the assumptions you're making in terms of reinvestment yields and loan growth that are underpinning that higher NII exit rate for next year?",quarter,Steven Chubak,Analyst,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Steven Chubak (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
"Yes. So I'd say reinvestment, just assume the forward curve. And with respect to loan growth, IDUs low single digits, consistent with a slow growth economy.",quarter,Alastair Borthwick,CFO,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
"OK. And just one quick one here on the tax advantage investments. I just wanted to confirm, given the long duration, and the four times increase in capital, are you still planning to fund tax advantage investments on the platform before the rules are finalized? Or are you going to take a wait-and-see approach?",quarter,Steven Chubak,Analyst,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Steven Chubak (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
"Well, I mean this remains something that's important for our clients. We've yet to see a final rule. So we'll be supporting transactions. But obviously, as Brian said, it is informing us with respect to pricing, and it's informing us with respect to appetite.",quarter,Alastair Borthwick,CFO,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
"But until there's a change, we'll continue to support the clients in that regard.",quarter,Alastair Borthwick,CFO,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
Understood. Thanks so much for taking my questions.,quarter,Steven Chubak,Analyst,31,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Steven Chubak (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 31",internal,False,Neutral
We'll take our next question from Matt O'Connor with Deutsche Bank. Please go ahead. Your line is open.,quarter,Operator,Other,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Neutral
"Good morning. First, just to clarify, what's driving the drop in net interest income from 3Q to 4Q? Is that core net interest income? Or is that on the market side?",quarter,Matt O'Connor,Analyst,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Matt O'Connor (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Negative
"Well, you're talking about the fact that we think that we're going to be around $14-or-so billion in Q4. I'd say, first onet zero is you've got a little bit of deposit pricing lag there. So we got to keep thinking about that. Second is we're sort of baking into some continued normalization of consumer balances.",quarter,Alastair Borthwick,CFO,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Neutral
"So that's just continuing to drift slowly lower. I think third, if we had hoped for loan growth in Q3, we just didn't see that. So that's going to flow through with lower loan growth balances in Q4. And then the only final thing I'd just say is the Global Markets NII may not repeat in quite the same way.",quarter,Alastair Borthwick,CFO,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Negative
"Some of that depends on client behavior. And they benefited this particular quarter by just long-term rates going up so significantly and not helping the carry side. So all those things and probably a little bit of rate hike probability or timing delayed, but it's all those sorts of things. It hasn't -- importantly hasn't changed -- this hasn't changed from our expectation a quarter ago in any way.",quarter,Alastair Borthwick,CFO,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Neutral
"Yes. OK. That's helpful. And then just conceptually, if you think about your interest income guidance for next year.",quarter,Matt O'Connor,Analyst,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Matt O'Connor (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Neutral
"If we get higher for longer rates, there's no cuts. Is that good or bad versus the guidance that you gave earlier? Obviously, you've got puts and takes, so some reinvestment on the asset side. But again, coming back to the deposit funding issue, I think there's a view that higher for longer eventually drives up the consumer rates. So what would be the net of those two in the higher for longer?",quarter,Matt O'Connor,Analyst,32,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Matt O'Connor (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 32",internal,False,Neutral
"Well, hire for longer is going to be better. So you're right, we've got the forward curve and our expectation that doesn't turn out to be the case, we'd expect NII would be higher.",quarter,Alastair Borthwick,CFO,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Positive
And that's simply the assets repricing more on the deposits? Or are you still thinking there's minimal consumer deposit and pricing even in the higher for longer?,quarter,Matt O'Connor,Analyst,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Matt O'Connor (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Neutral
"It will be both. I mean there'll be the repricing for sure. And in addition, we'd expect to capture a little bit of margin from any short-term rate hike.",quarter,Alastair Borthwick,CFO,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Neutral
Yeah. OK. I understand. Thank you.,quarter,Matt O'Connor,Analyst,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Matt O'Connor (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Neutral
We'll take our next question from John McDonald with Autonomous Research. Please go ahead. Your line is open.,quarter,Operator,Other,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Neutral
"Yeah. I was hoping you could give a little color on what you're seeing on credit. Your outlook as you look at roll rates and migrations, how are you thinking about the trajectory of charge-offs in the near term?",quarter,John McDonald,Analyst,33,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"John McDonald (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 33",internal,False,Neutral
"Well, John, I'll just point out, you can see the trajectory we've laid it out on the slide. Most of the net charge-off increase over time has been really due to card and consumer card. And the charge-offs at this point are still lower than they were in the fourth quarter of '19, which was a stellar period. And I'd anticipate in the short term that you'd see things begin to -- or just continue that trend.",quarter,Alastair Borthwick,CFO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Positive
"Because it normally follows 90 days past due delinquencies and those are up ever so slightly against quarter. So we're inching closer to the fourth quarter of '19. And at some point, that's going to begin to stabilize. From there, it's just a question of what does the economy do.",quarter,Alastair Borthwick,CFO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Negative
"So right now, as Brian has pointed out, we've had a slow growth economy in the plan. So I'd anticipate as we get back toward that kind of fourth quarter '19 number, it's going to normalize in there. But from that point, it will be very economic dependent.",quarter,Alastair Borthwick,CFO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Negative
"On the commercial side, the asset quality has been excellent. The only place where we've got particular elevated concern is office, which is a very small part of our portfolio. It's less than 2% of our loans. But the commercial side has been terrific.",quarter,Alastair Borthwick,CFO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Positive
"And again, that will depend on how the economy plays out, and whether we're talking about a soft landing, whether we're talking about a recession or whether we're talking about robust growth. So all of that is going to have to play itself out. With the commercial numbers being so low, that one could bounce around a little bit, but it's only because it's coming off a base that's so low at this point.",quarter,Alastair Borthwick,CFO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Negative
"John, just one thing on as you think about the commercial credit. Remember, we have a strong, disciplined ratings change, rating capability in the company.",quarter,Brian Moynihan,CEO,34,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 34",internal,False,Positive
"And so we are pushing through the reviews of the commercial real estate portfolio, etc. We put them on, criticized quickly.",quarter,Brian Moynihan,CEO,35,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 35",internal,False,Neutral
"We had to deal with the charge-offs, and that's why you see them come back already in. And we're adjusting those activities as we show in the slides in the part of the deck, you have to current appraisals, other market conditions under current rent rolls, etc. And so even though it's a very small part of our portfolio, frankly, a lot of the issues are through the system for us because the high ratings integrity and rate conservatism we've had in this company for many, many years. And that holds us well.",quarter,Brian Moynihan,CEO,35,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 35",internal,False,Positive
"And that always -- if you think back like in the oil and gas thing in the end of '15, '16, we put up all of this reserve that was pre-CECL and then end up bringing it back in because the cargos were very modest. So I think we feel very good about the original underwriting, but you also have -- because of our ratings integrity on the office part of the portfolio, we pushed a fairly significant amount through reappraisal and relook, and we have the CECL reserves. But importantly, the charge-offs are falling already.",quarter,Brian Moynihan,CEO,35,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 35",internal,False,Positive
"Got it. And one bigger picture question as you think about the Basel III and the opportunity to mitigate and optimize. Does a 15% ROE feel like a good aspiration for the company over time, Brian, through the cycle? I mean recognizing that's where you are already today. But as you factor in the potential for new rules, anything about that?",quarter,John McDonald,Analyst,35,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"John McDonald (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 35",internal,False,Neutral
"Yeah. So I think if we're doing on -- I think a simple way to think about it is we're doing on $194 million of capital, which we did it this quarter. And that is -- you need about another, say, $10 billion to put a buffer on the end state need, $10 billion to $11 billion-plus, 0.5%, which is our normal buffer without any mitigation.",quarter,Brian Moynihan,CEO,35,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 35",internal,False,Neutral
"And that would hit the ROTC a bit. And we -- I'm sure we can figure out ways to price to get that back. But remember, we're different than everybody else, John, because we're actually sitting on this amount of capital today. And so we are getting a 15% return on it.",quarter,Brian Moynihan,CEO,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Neutral
"So I don't want to -- don't take that as saying I agree with the rules, but saying we got to deal with the cards that are dealt to us. The rules say that you have to have $195 billion plus about $10 billion of cushion for -- and maybe a little bit more of cushion. But depending on -- for 50 basis points or so. But we're doing 15% today, so there will be a slight dilution to that number, but not something we couldn't make up, and that's before any mitigation ones.",quarter,Brian Moynihan,CEO,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Neutral
"And there's always mitigation, you know that, you've been around this industry for a long time. So there's always mitigation to construct things, what you'll do, what you not do. And I fully expect there'll be modifications and rules which ought to help also. But I think the simple point is, we earned that amount of capital today, so it's not like some calculation I have to think through.",quarter,Brian Moynihan,CEO,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Neutral
It's right there today.,quarter,Brian Moynihan,CEO,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Neutral
"That's good perspective. Thanks, Brian.",quarter,John McDonald,Analyst,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"John McDonald (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Positive
We'll take our next question from Vivek Juneja with J.P. Morgan. Please go ahead. Your line is open.,quarter,Operator,Other,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Neutral
"Thanks. Alastair, question, just want to clarify your NII comment. So if rates stay higher are better, are you implying that rate cuts would therefore be negative for you from an NII standpoint?",quarter,Vivek Juneja,Analyst,36,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Vivek Juneja (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 36",internal,False,Negative
"Yeah. I'm saying, Vivek, if you think about what rate cuts look like in the back half of next year, in the absence of that, we might guide NII higher, yes. That's what I'm trying to communicate.",quarter,Alastair Borthwick,CFO,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Neutral
And is that because your assets -- you have that many floating rate assets that would reprice faster than you can cut funding costs?,quarter,Vivek Juneja,Analyst,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Vivek Juneja (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Neutral
"Yeah. On the way down, I'd anticipate that as rates are going down, it's going to cut into our margin on our deposit spreads. So that's essentially what we're talking about.",quarter,Alastair Borthwick,CFO,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Neutral
"Yeah, Vivek. I think I just listen to you and Alastair. I think remember the forward curve has multiple cuts in it next year. And I think the question a was if those didn't occur, what would happen.",quarter,Brian Moynihan,CEO,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Neutral
"And I think Alastair said NII would be higher if those cuts didn't occur. It's not a rate -- it's just mathematically at 75 basis points in the second half of next year of not being cut would hold us higher to all the deposits being worth more in the floating rate assets holding pricing up better. Dominant part of our balance sheet. I just sense that you were talking about each other, but maybe not.",quarter,Brian Moynihan,CEO,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Brian Moynihan (CEO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Positive
OK. Thanks.,quarter,Vivek Juneja,Analyst,37,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Vivek Juneja (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 37",internal,False,Neutral
We'll take our next question from Ken Usdin with Jefferies. Please go ahead. Your line is open.,quarter,Operator,Other,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Operator (Other)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Neutral
"Thank you. Just a follow-up on the securities portfolio on the AFS side, Alastair, how much of that $180 billion is still swapped? And can you kind of help us understand like what the kind of all-in yield is on that book? And if you would still also have repricing help going forward on that book as well as I mentioned earlier on the HTM maturities?",quarter,Ken Usdin,Analyst,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Ken Usdin (Analyst)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Neutral
"Yeah. So most of the book we swapped to floating. We've tried to establish that over the course of time. So you can almost think about most available for sale securities kind of every day, every week, every two weeks, whatever it may be.",quarter,Alastair Borthwick,CFO,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Neutral
"So it tends to look a little bit more like the tide moves over time. There's a few securities in there that are fixed rate, but very, very little in terms of the total complexion, Ken.",quarter,Alastair Borthwick,CFO,38,Q and A,Q3_2023,2023-10-17,Bank of America,transcript,"Alastair Borthwick (CFO)
Bank of America, Q3, 2023 Earnings Call Transcript, Page 38",internal,False,Neutral
