year,quarter,speaker,text,financial_terms,is_citi_member,Mentions Capital Adequacy & Buffers,Capital Adequacy & Buffers phrase,Mentions Liquidity,Liquidity phrase,Mentions Credit Risk & Loan Quality,Credit Risk & Loan Quality phrase,Mentions Stress Testing & Scenario Planning,Stress Testing & Scenario Planning phrase,Mentions Supervisory & Regulatory References,Supervisory & Regulatory References phrase,Mentions Regulators,Regulators phrase,Mentions Frameworks,Frameworks phrase,Mentions Internal Metrics,Internal Metrics phrase
2024,Q3,Mark Mason,"And there's no hard rule on – sorry, go ahead.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,"Yes, there isn't a hard rule on you have to have got four quarters after you have separated. MATT O'",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Connor,"I see. Okay. That's super helpful. We just haven't had that many of these, so that's helpful. And then just separately I think in the prepared remarks you guys mentioned a modest provision within Services for some of the unremitted corporate dividends and I just wanted to clarify that and what country is that. And I guess I thought there wasn't really much liability to you guys from that, so any clarification on that. I know it's a small amount, but that would be helpful. Thank you.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,"Sure. It's a small amount. In the back of the deck, we have a page on Russia exposure. It's related to that. MATT O'",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Connor,"Okay. But still feel like there's not risk to you guys from all those kind of trapped dividends, I guess why take a small reserve if there's legally no risk to you guys?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,"Well, it's the way we treat the exposure there. We're following the guidelines on how we need to treat exposures in the country that we aren't able to distribute to clients but we actually have to hold on their behalf. And so we have to book a reserve associated with that and so we do that. We obviously show on the page what the exposure is in the event of a loss of control and you can kind of see how that ultimately nets out but we're following the appropriate guidelines for what's required for reserves of that nature. MATT O'",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Connor,Got it. Okay. Thank you.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,Yeah.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Operator,Our next question comes from the line of Ryan Kenny with Morgan Stanley. Your line is now open. Please go ahead.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Ryan Kenny,Hey. Thanks for taking my question. I have one for Mark. So you mentioned that Services NII is a tailwind as rates decline. Can you just unpack how that happens? Is there any benefit from swap roll-off or a floating swap that we should be thinking about that's embedded in that statement?,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,"There are a couple of things kind of to keep in mind on the Services business. So, one is, is obviously this is a client business. It's not just a deposit taking business and so how we think about pricing to those client becomes really important. You've got the US and non-US dynamic that's playing through. For institutional clients, we've largely been holding to the higher betas that we saw as rates have ticked up. Again, with the relationship in mind. And we have some offsetting pressure outside of the US as those betas kind of catch up. But I think importantly you also heard me mention the reinvestment into securities at higher yields and that reinvestment or those higher yields ultimately play out through the businesses and so that will show up as part of kind of NII as we think about Services but the other businesses as well. And so those are important components of the NII story for Services. I think when you look at the in-quarter performance and [TTS] NII is down 5%, a big part of that is driven by the Argentina rates movement in the quarter versus last year, so lower rates we're earning in Argentina playing through that line particularly in this quarter. If you adjusted for that on the NII line, it would be flat to slightly a little bit better. So that's really what it is. It's kind of management of client relationships as well as the higher earnings on reinvested securities contributing to that as well as volume from operating account growth that we expect.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Ryan Kenny,Thank you.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Operator,Our next question comes from the line of Saul Martinez with HSBC. Your line is now open. Please go ahead.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Saul Martinez,"Hey, guys. Couple quick questions. First, just a follow-up on Banamex. Jane, as you know, there are concerns about judicial reform in Mexico and the implications for rule of law and Mexican asset prices have suffered as a result. I think the largest Mexican bank trades at something in the neighborhood of seven times earnings. If market conditions don't improve and Mexican asset prices remain depressed and these concerns persist, then what? I mean, do you just wait until market conditions improve or how do you think about this process in the context of what seems to be a deteriorating macro backdrop for Mexico.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,"Yeah. We've got to wait and see what the market conditions will be but the North Star for me and for Mark is crystal clear, it is optimizing and maximizing our shareholder value. So if the conditions are not appropriate at that time then we will wait until they are. In the meantime, the business is performing well. It's accretive to our returns. It's not a drag here in any shape or form so there is no need to rush for a suboptimal result here. But we will IPO and we will exit Banamex, but we won't do that in a reckless manner. We will be disciplined about it as you would expect us to be and as I think we're demonstrating that we are on multiple different dimensions.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Saul Martinez,"Okay. Fair enough. And then I guess a follow-up on the US Personal Banking, RoTCE improvement and the normalization of the cost of credit seems to be a big component of that. But Mark can you just remind us where you are in terms of cost of credit versus what you would think a more normalized level is for Branded Cards and Retail Services. I guess how much of a tailwind does a more normalized credit environment entail in terms of credit cost?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,"Again, I don't want to get into 2025 at this stage. I assure you, we will give more color and commentary on that as we get into the fourth quarter earnings in January. What I will say again, as you think about these businesses, we do see continued top line – we do expect continued top line momentum. We've had eight consecutive quarters of positive operating leverage in USPB, 49% [efficiency ratio] this quarter. So we're managing the expense base well. We think there's more upside to the top line. We're very focused on growth across the portfolios and I do think that cost of credit again, if for no other reason but the compounding effect of those vintages maturing as well as kind of inflation starting to come off, rates trickling down, that should be better for the consumer and should start to play out in both the macroeconomic scenarios that we run for CECL purposes but also ultimately in delinquencies and NCLs and we're starting to see that improvement in delinquencies and its stabilization already somewhat. So I don't want to get into guidance. But that's kind of how I think about the drivers or contributors to improve returns over the medium term.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Operator,Our next question will come from the line of Mike Mayo with Wells Fargo. Your line is now open. Please go ahead.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mike Mayo,"Hi. Thanks for the clarification on the asset cap question that I asked earlier. And I know you are limited in how much you can say about regulators but just be clear, because a lot of e-mail traffic going back, you did say there is no asset cap and you don't expect one and you don't expect other additional actions at this time?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,Correct.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mike Mayo,"Okay. Thank you for clarifying that. And I guess, look, I have great respect, I'm an ex-regulator, Paul Volcker was my hero. I respect regulators. And nobody wants to see you cut corners to get to your $51 billion to $53 billion of expenses. But I'm just wondering – and you have consolidated systems apps, layers, bureaucracy and you're divesting lots of activities. So it's just even the amended consent order was surprising because you have taken so many efforts and if you should have had an amended consent order or other actions, they probably should have been in place one, five, 10 or literally 20 years ago. And so that's just confusing on the outside. So with that said, is this a matter of spending more money or about doing these tasks more intelligently? In other words, you put more gas in the tank, the car's not going faster. So is it amount of resources or just being more intelligent in terms of resolving some of these regulatory issues?",billion,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,"So let me break it down to a couple of pieces. So I start off just remind everyone the consent orders are very, very broad and the action that was taken was because we're behind in a narrower area which is the data particularly regarding our regulatory reporting where we're behind is the main area of focus. We moved swiftly to address it. We're very transparent about it from early on in the year that we were falling behind on this and overall I'm pleased with our progress. And as you say, Mike, I listed a number of areas of progress and trying to make it as tangible as we can, given what we can and can't say as this is supervisory. I'm pleased that our businesses continue to improve their performance while the transformation is going on. They're the two priorities we have this year so I think effectively, yes, we can walk and chew gum at the same time and the huge benefit of all of the simplification on the business, on the organization, the other efforts, is making it easier for us to execute and be very focused. And well maybe, Mark, I’ll pass it over to you.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mark Mason,"I think your question's helpful in the sense that you said is it kind of a rethink on our approach or is it the need to spend more money and one of the things that we've done, Mike, is take a step back and look at how we've been approaching data, for example. So this is – and we are going to make – we have made some changes to our approach and those changes relate to how we get after resolving data issues that are identified ensuring that there's engagement from the front end business, from the functions that are most relevant and that there's consideration for what's required on reg reporting in order for us to get that process streamlined and correct. And so there are aspects of this that require a change in our approach and we've been taking that change, making that change rather, and we'll make more changes accordingly as we've taken that step back and there are aspects of it that require at a minimum review of what is causing either the delay or us not moving at the pace that we would like to move or that our regulators would like. And that is in fact what the resource review plan was that was in the amended consent order. It was basically a statement saying that you need to ensure that you have sufficient resources and that they're allocated towards achieving the timely and sustainable compliance. And so part of our process is in fact that. Taking a regular review of what is on track in the way of our milestones and deliverables where we see things that are being delayed or going red, what is the underlying root cause for why. Is it a resource issue where we need to put more dollars and people or technology to it? Is it a process issue where we need to reconsider our approach? And on the other side of that root cause, taking action to fix it. And so your question is spot-on. The answer is that in many instances it will be a little bit of both, but importantly our processes include that type of analysis and assessment so that we can get after the execution on this in an effective way. I hope that helps.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,And all of this drives productivity and other benefits for our shareholders as well as making sure that we're strengthening Citi from the regulatory perspective.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Mike Mayo,"And then last follow-up. To the extent that you see a disconnect between your performance and the stock price that would seem to create more of an opportunity to buy the stock at $64 when tangible book value is $90. And so, I hope that – I've used this analogy before, but hopefully you're selling the chairs and the desk and the silverware in the executive dining room to go ahead and buy back stock whenever you can.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,"It's clearly given where we are trading, we're very focused around the opportunities to buy back stock and mindful of the importance of it and equally, yes, we are proud of the performance of the franchise this quarter. It was a very strong quarter and important set of proof points for our investors. We are on a deliberate path. We're making the progress that we need to and actually pretty excited about the path ahead of us and the potential that we see.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Operator,There are no further questions. I'll now turn the call over to Jenn Landis for closing remarks.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jennifer Landis,"Thank you, everyone, for joining the call. Please follow-up with IR if you have any additional questions. Thank you.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q4,Jennifer Landis,"Thank you, operator. Good morning, and thank you all for joining us. I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectation and are subject to uncertainty and changes in circumstances. Actual results may differ materially from these statements due to a variety of factors, including those described in our SEC filings. With that, I'll turn it over to Jane.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q4,Jane Fraser,"Thanks, Jenn, and Happy New Year, everyone. I am delighted to join you again today. Well, we've been busy, and we have a lot to talk about today. I'm going to start with an update on our strategy refresh. Then, I'll share my thoughts on our fourth quarter, and end on all the progress that we've made against our major priorities. As you saw earlier this week, we announced that we intend to focus our franchise in Mexico solely on our Institutional and Wealth Management businesses, and therefore, to exit the consumer, small business, and middle-market banking operations there. This was not a decision we took lightly. We took a clinical look at our franchise in Mexico, and we drew the hard conclusion that the non-institutional businesses do not fit our new strategic direction. Now, to be clear, these are terrific, they're scaled, high-returning franchises, but our strategic goal is to invest in businesses that are fully aligned with our core strengths and to simplify our firm. As we did the work, it was also clear that there continues to be a tremendous opportunity for our Institutional Clients Group in Mexico. Citi is Mexico's leading institutional bank. We've served corporate clients and investors there for almost a century, and that isn't going to change. Mexico has a bright future, and we are committed to playing an important role in building it. We expect Mexico will be a major recipient of global investment and trade flows in the years ahead. Therefore, we plan to maintain a significant, locally-licensed bank there and invest to capture growth in a core and high-returning hub of our institutional network. This won't be a simple transaction. We have spent the last several months working through how to get the best results for our shareholders and be true to our local stakeholders. We will begin the separation process immediately and expect to begin the sales process in the spring, and of course, there will be an opportunity to return excess capital from the transaction to our shareholders. This is our final decision in terms of market exits as we conclude our strategy refresh and approach Investor Day. I'm really looking forward to talking to you about the future Citi on March 2. Today, we are going to talk you through the changes we are making to align our organization and financial reporting with our refresh strategy. These changes will also allow us to reduce structural complexity and its associated costs. Amongst other things, this is going to help make Citi easier for our investors to understand. You'll be able to see and assess more simply the core businesses that make up Citi going forward. First, we are creating a new Personal Banking and Wealth Management segment which will be run by Anand Selva. This will consist of two distinct reporting units, our US Personal Banking businesses and our Global Wealth Management business which is going to include the Private Bank. Second, on the institutional side of the house, which will continue to be run by Paco Ybarra, we will begin reporting under three units, services, banking, and markets. Services will include Treasury and Trade Solutions and Security Services, and this reflects just how important we believe these businesses are to Citi's future. Finally, we will create a new segment, Legacy Franchises, which will house all the businesses we intend to exit. We're going to begin reporting our financials along these segments and reporting units no later than the second quarter to ensure you have the information you need to measure our progress and hold us accountable, and we really look forward to sharing our strategy and plans for how these businesses will work together and deliver for our shareholders on Investor Day in March. Now, turning to earnings, we had a decent end to 2021. As you can see on slide 2, we closed out the quarter with net income of $3.2 billion and EPS of $1.46. That includes a $1.2 billion hit to EBIT primarily related to the winddown of our Korean consumer business. Excluding those impacts, our net income would be $4.2 billion with an EPS of $1.99. Our net income for the full year of $22 billion reflects an improved credit environment and we had a resulting RoTCE of 13.4%. In ICG, we had another strong quarter in Investment Banking and gained share for the year in M&A, and we continued to make significant investments in talent and we see a very solid pipeline of transactions ahead of us. Now, while we could have had a better balanced performance in Fixed Income in the quarter, equities finished 2021 up 25% for the year. The rebound TTS is seeing in trade flows and cash volumes wasn't quite enough to offset the current rate environment, but it bodes well for 2022. Indeed, we think the cycle has turned for this business and it is poised to benefit as monetary policy changes and growth accelerates. You've heard Mark and I talk about improving the revenue mix of our Institutional businesses as a priority, and it's yielding results with another quarter of strong momentum in fee growth across products. Lots of our consumer businesses are still weathering COVID disruptive impact on customer behavior. In the US, strong purchase sales continued to be offset by elevated payment rates, but we did see loans increase in Branded Cards this quarter. Deposits and AUM continued to grow, with digital deposits up nearly 20% for the full year. For the year, we returned nearly $12 billion in capital to our shareholders and we grew our tangible book value per share by 7% to $79.16. We ended the year with a CET1 ratio of 12.2% on a standardized basis as we built the capital needed to absorb the impact of SA-CCR. Now, keep in mind that regulatory change didn't take effect until January 1. While this caused us to temporarily pause our stock buybacks, we will resume buybacks this quarter now that that impact has been addressed. Finally, as slide 3 shows, we are executing and delivering against our priorities, a strategy refresh, the transformation, and our culture, and we are doing so with a real sense of urgency. First, on the strategy, we are laser-focused on swiftly and successfully implementing the strategic decisions we made over the past year to improve returns to our investors. We have signed deals in six of the Asia consumer markets, including the agreement to sell four markets that we announced yesterday. This means that within eight months of making the decision to exit these 13 businesses, we have a clear path in a majority of them and we are well into the process in the remaining markets. In Korea, we were decisive in determining the best path for our shareholders was the wind down our consumer operations and were able to get most of that charge behind us this quarter. Another area where we haven't wasted any time is Wealth Management, where we grew our ranks by a net 800 advisors, relationship managers, and others over the course of the year. They helped us add about 750 Private Bank clients and 45,000 Citigold clients in 2021. In what we've known as US Personal Banking, we're seeing good uptake of new products such as the Custom Cash Card and we've been building out digital platforms to capture opportunities in Installment Lending. And in addition to the progress we're seeing in TTS, we've also been building out our Security Services platform. We couldn't be more pleased to deepen our relationship with BlackRock by becoming the largest custodian with their iShares ETF. Second priority, we continue to execute on our transformation agenda in order to demonstrably strengthen our risk and controls as well as modernize our bank for a digital world. This work, it's foundational to everything we want to achieve. We are enhancing our operating model to improve long-term efficiency and our service to clients. As it relates to the consent orders, we are deep into execution mode. We continue to be in constructive dialogue with our regulators as we get their feedback and incorporate it into our ongoing execution and project plans. Third, and relatedly, we are building a culture that expects excellence and demands accountability. We're driving this effort in a variety of ways, including a more robust performance management process at this past year end, shifting the mix of compensation to better align with shareholders' interests, and various culture-changing initiatives. A culture of excellence also means creating a record of achievement that our people can be proud of. One area that our people take particular pride in is our ESG efforts. Later this month, we will share with you our plan to reach net zero by 2050, a commitment I made on my first day as CEO, 10 months ago. And of course, we are going to do all this with a singular focus on our clients as we help them navigate COVID. We certainly hope Omicron is the final disruptive phase of this pandemic, but there are also quite a few other issues to navigate, whether macroeconomic such as inflation or geopolitical such as tensions with Russia. We have seen the resilience and the importance of Citi as we supported our clients through uncharted waters and we will be with them in the next chapter as well. So now, I'd like to turn it over to Mark, and then we would be delighted to take your questions.","billion, , revenue, net income, cet1",yes,Yes,cet1,No,,No,,No,,No,,No,,No,,Yes,cet1 ratio
