text,bank,source,article_title,publication_date,is_comparative,document_type,reference,source_type
"Many of JPMorgan's biggest rivals have also announced partnerships with private credit funds. Late last year, Citigroup unveiled a $25bn partnership with Apollo Global Management, which followed a similar joint venture by Wells Fargo with asset manager Centerbridge.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,True,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"JPMorgan's CEO, Jamie Dimon, stated the initiative offers clients ""more options and flexibility from a bank they already know and see in their communities, and is known for being there during all market environments”.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,False,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"JPMorgan's current strategy is partly a response to its 2016 sale of HPS Investment Management, a major private credit player, which it divested due to regulatory pressures at the time.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,False,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"JPMorgan plans to convert four mutual funds totalling $7.2bn in assets to exchange traded funds, regulatory filings show.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"The fund conversions underscore JPMorgan's increasing focus on ETFs as the asset manager does less in the mutual fund space, said Alyssa Stankiewicz, associate director for parent research at Morningstar.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"The group will convert the $5.7bn JPMorgan Mortgage-Backed Securities Fund, $1.1bn JPMorgan Unconstrained Debt Fund, $177.8mn JPMorgan International Hedged Equity Fund and $166.6mn JPMorgan US Applied Data Science Value Fund, it said on Tuesday.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"JPMorgan converted eight mutual funds to ETFs between April 2022 and July 2023, Morningstar Direct data shows.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"JPMorgan had aggressively expanded into the ETF space and had gained significant market share in the highly competitive sector, said Aniket Ullal, head of ETF research at CFRA Research.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"JPMorgan had 64 ETFs listed in the US with nearly $200bn in assets as of February 14, Ullal said.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"The group's mutual funds had $516bn in assets under management as of January 31, up from $435bn a year earlier, according to Morningstar data. JPMorgan's mutual funds posted $10.2bn in net inflows during the year ended that date.",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"“Given investors’ growing preference for ETFs, many providers are converting their mutual funds into ETFs,” Mishra said. “DFA and JPMorgan have been at the forefront of this trend, which is likely to continue.”",JPMorgan,"Sean Teehan, Ignites",JPMorgan to convert $7bn in mutual funds to ETFs,2025-02-26,False,news,"News article by Sean Teehan, Ignites
Title: JPMorgan to convert $7bn in mutual funds to ETFs, published 2025-02-26",external
"Citigroup credited a client's account with $81tn when it meant to send only $280, an error that could hinder the bank's attempt to persuade regulators that it has fixed long-standing operational issues.",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
"No funds left Citi, which disclosed the ""near miss"" to the Federal Reserve and Office of the Comptroller of the Currency.",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
"The bank said its ""detective controls promptly identified the inputting error between two Citi ledger accounts and we reversed the entry"" and that these mechanisms ""would have also stopped any funds leaving the bank"".",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
"A total of 10 near misses of $1bn or greater occurred at Citi last year, down slightly from 13 the previous year.",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
The series of near misses at Citi highlights how the bank is struggling to repair its operational troubles nearly five years after it mistakenly sent $900mn to creditors of cosmetics group Revlon.,Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
"Jane Fraser, who took over as Citi's top executive in 2021, has described fixing Citi's regulatory issues as her ""top priority,"" but the group was still fined $136mn last year by regulators for failing to correct problems in risk control and data management.",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
Citi's $81tn near miss in April was due to an input error and a back-up system with a cumbersome user interface. Transactions destined for a customer's escrow account had been blocked by a sanctions violation screen.,Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
"Citi's technology team instructed a payments processing employee to manually input the transactions into a rarely used back-up screen where the amount field came pre-populated with 15 zeros, which the employee failed to delete.",Citigroup,Stephen Gandel and Joshua Franklin,Citigroup erroneously credited client account with $81tn in 'near miss',2025-02-28,False,news,"News article by Stephen Gandel and Joshua Franklin
Title: Citigroup erroneously credited client account with $81tn in 'near miss', published 2025-02-28",external
Citigroup has cut bonuses for 250 top employees under a programme that tied their pay to a turnaround effort aimed at boosting shareholder returns and fixing compliance shortcomings at the US bank.,Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
Citi's so-called transformation bonus programme was put in place three years ago to incentivise senior staff to boost the group's financial performance and improve its risk and control systems following an order by regulators to take action after a high-profile blunder in which it accidentally wired $900mn to a group of hedge funds.,Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"Citi paid out 53 per cent of the target amount to employees eligible for the programme in 2024, its third and final year, according to the bank's filings on Tuesday. This was down from 94 per cent in 2022 and 80 per cent in 2023.",Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"The criteria for the payout amount included delivery on targets set by the bank's audit team and ""timely execution"" of a remediation plan drawn up in response to a consent order agreed by the lender and the Federal Reserve in 2020, Citi said.",Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"In a sign of Citi's ongoing operational issues, the bank was fined $136mn in September by US regulators for failing to correct long-standing problems in risk control and data management. It also credited a client's account with $81tn last year when it meant to send only $280 — an error that was reversed 90 minutes later and classified by the bank as a ""near miss"".",Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"Fraser has sought to address Citi's long-standing operational and profitability challenges with a dramatic reorganisation of the bank, laying off thousands of employees and making several high-profile hires including Vis Raghavan, head of banking.",Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"Raghavan, who joined from JPMorgan Chase last year and only started work in June, was paid $22.6mn by his new employer in 2024, giving him the second-highest pay among the executives whose pay was disclosed in Tuesday's filings.",JPMorgan,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,False,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"Citi's profits rose 37 per cent last year to $12.7bn. But the bank's return on tangible common equity, a key measure of profitability, was just 7 per cent, short of its 2026 target of 10 per cent to 11 per cent and well behind peers such as JPMorgan.",Citigroup,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,True,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"Citi's profits rose 37 per cent last year to $12.7bn. But the bank's return on tangible common equity, a key measure of profitability, was just 7 per cent, short of its 2026 target of 10 per cent to 11 per cent and well behind peers such as JPMorgan.",JPMorgan,Joshua Franklin,Citi cuts top bankers' bonuses tied to turnaround drive,2025-03-19,True,news,"News article by Joshua Franklin
Title: Citi cuts top bankers' bonuses tied to turnaround drive, published 2025-03-19",external
"A fintech start-up founder was convicted of defrauding JPMorgan Chase by overstating the value of a student loan business it bought from her, completing a stunning fall from grace for the millennial entrepreneur and an embarrassing chapter for the bank.",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"Prosecutors accused Javice and her co-defendant, Olivier Amar, Frank's former chief growth officer, of paying a data scientist to exaggerate the size of Frank's user base. JPMorgan claimed it was told Frank had more than 4mn customers when in reality the company only had a few hundred thousand.",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"At the trial, which lasted six weeks, prosecutors depicted Javice and Amar as using a ""fraud spreadsheet"" to show their company had far more customers than it actually did to induce JPMorgan to buy the business. The Wall Street bank paid Javice $21mn for her Frank stake, with the offer of a further $20mn retention bonus that was never paid.",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"Javice's lawyer argued JPMorgan had buyer's remorse about the deal and tried to retrospectively claim it had been duped. The bank also sued Javice in a separate civil case, which was paused during the criminal proceeding.",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"The trial was marked by notable witnesses, including Apollo Global chief executive Marc Rowan, who was an early investor in Frank, executives from JPMorgan and Capital One, which had also been bidding for the company, and an investment banker from LionTree, which had acted as Frank's financial adviser in the sale.",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"JPMorgan Chase CEO Jamie Dimon, who did not testify in the trial, had described the deal for Frank as a ""huge mistake"".",JPMorgan,Zehra Munir and Joshua Franklin,Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up,2025-03-28,False,news,"News article by Zehra Munir and Joshua Franklin
Title: Charlie Javice convicted of defrauding JPMorgan in sale of fintech start-up, published 2025-03-28",external
"JPMorgan expects the US economy to contract this year, in an abrupt reversal of their previous forecast for growth, after Donald Trump announced further tariffs in an effort to upend the international trading order.",JPMorgan,Harriet Clarfelt,JPMorgan expects US to contract in 2025 in reversal of previous growth forecast,2025-04-04,False,news,"News article by Harriet Clarfelt
Title: JPMorgan expects US to contract in 2025 in reversal of previous growth forecast, published 2025-04-04",external
"The bank's economists on Friday afternoon said they expected “real” GDP — adjusted for inflation — to “contract under the weight of the tariffs”, falling 0.3 per cent this year. They had previously forecast growth of 1.3 per cent.",JPMorgan,Harriet Clarfelt,JPMorgan expects US to contract in 2025 in reversal of previous growth forecast,2025-04-04,False,news,"News article by Harriet Clarfelt
Title: JPMorgan expects US to contract in 2025 in reversal of previous growth forecast, published 2025-04-04",external
The economists also warned of a sharp rise in the unemployment rate to 5.3 per cent. Data on Friday from the Bureau of Labor Statistics put the rate in March at 4.2 per cent.,JPMorgan,Harriet Clarfelt,JPMorgan expects US to contract in 2025 in reversal of previous growth forecast,2025-04-04,False,news,"News article by Harriet Clarfelt
Title: JPMorgan expects US to contract in 2025 in reversal of previous growth forecast, published 2025-04-04",external
"Every year, JPMorgan chief Jamie Dimon uses his perch as chief of the biggest US bank to expound on how the world should work, via a lengthy letter to shareholders. This year, the primary audience is not so much investors as the White House and its new incumbent. Nonetheless, owners of JPMorgan stock will also thank him for it.",JPMorgan,John Foley,Jamie Dimon delivers a masterclass in managing up,2025-04-07,False,news,"News article by John Foley
Title: Jamie Dimon delivers a masterclass in managing up, published 2025-04-07",external
"On tariffs, too, Dimon avoids saying anything too incendiary. He can ill-afford to avoid the topic entirely given JPMorgan's shares have fallen roughly a quarter since mid-February. And he does concede that they could cause inflation, and perhaps recession.",JPMorgan,John Foley,Jamie Dimon delivers a masterclass in managing up,2025-04-07,False,news,"News article by John Foley
Title: Jamie Dimon delivers a masterclass in managing up, published 2025-04-07",external
"As it happens, JPMorgan is fairly well positioned against trade-related troubles. True, global banks do best when goods and services flow freely across borders. Investment banking fees now look unlikely to rebound as once hoped; initial public offerings are being scrapped left, right and centre. But deal-related income is only one-tenth of JPMorgan's revenue in a good year anyway.",JPMorgan,John Foley,Jamie Dimon delivers a masterclass in managing up,2025-04-07,False,news,"News article by John Foley
Title: Jamie Dimon delivers a masterclass in managing up, published 2025-04-07",external
"A recession would certainly be bad for borrowers — and for JPMorgan's $233bn credit card loan book — but Dimon's bank is pretty well padded, having provisioned for double its most recently reported loss rates. And of the lending and capital-raising it facilitates, surprisingly little stays on the balance sheet.",JPMorgan,John Foley,Jamie Dimon delivers a masterclass in managing up,2025-04-07,False,news,"News article by John Foley
Title: Jamie Dimon delivers a masterclass in managing up, published 2025-04-07",external
"Besides, after nearly two decades in the job, JPMorgan's head does not really need to win over his shareholders. Even with the stock's recent slump, he has handed them an annualised return of over 20 per cent for the past five years.",JPMorgan,John Foley,Jamie Dimon delivers a masterclass in managing up,2025-04-07,False,news,"News article by John Foley
Title: Jamie Dimon delivers a masterclass in managing up, published 2025-04-07",external
"In first-quarter earnings later this month, Goldman Sachs, JPMorgan Chase, Morgan Stanley, Bank of America and Citigroup are collectively expected to report about $34.5bn in revenues from equities and fixed income trading. That is up 10 per cent from a year earlier and the highest since at least the start of 2014, according to data from Bloomberg and Visible Alpha.",Citigroup,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"In first-quarter earnings later this month, Goldman Sachs, JPMorgan Chase, Morgan Stanley, Bank of America and Citigroup are collectively expected to report about $34.5bn in revenues from equities and fixed income trading. That is up 10 per cent from a year earlier and the highest since at least the start of 2014, according to data from Bloomberg and Visible Alpha.",Bank of America,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"In first-quarter earnings later this month, Goldman Sachs, JPMorgan Chase, Morgan Stanley, Bank of America and Citigroup are collectively expected to report about $34.5bn in revenues from equities and fixed income trading. That is up 10 per cent from a year earlier and the highest since at least the start of 2014, according to data from Bloomberg and Visible Alpha.",JPMorgan,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"In the first quarter, total revenue from investment banking at the five banks is expected to rise 3 per cent to about $7.65bn. But much of that revenue will come from fees relating to mergers that had already been announced, while the number of new deals unveiled since the start of January is the lowest in more than a decade.",Citigroup,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"In the first quarter, total revenue from investment banking at the five banks is expected to rise 3 per cent to about $7.65bn. But much of that revenue will come from fees relating to mergers that had already been announced, while the number of new deals unveiled since the start of January is the lowest in more than a decade.",Bank of America,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"In the first quarter, total revenue from investment banking at the five banks is expected to rise 3 per cent to about $7.65bn. But much of that revenue will come from fees relating to mergers that had already been announced, while the number of new deals unveiled since the start of January is the lowest in more than a decade.",JPMorgan,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"JPMorgan, Morgan Stanley and Wells Fargo kick off earnings on April 11, followed by Goldman on April 14 and Bank of America and Citi the following day.",Citigroup,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"JPMorgan, Morgan Stanley and Wells Fargo kick off earnings on April 11, followed by Goldman on April 14 and Bank of America and Citi the following day.",Bank of America,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"JPMorgan, Morgan Stanley and Wells Fargo kick off earnings on April 11, followed by Goldman on April 14 and Bank of America and Citi the following day.",JPMorgan,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"Collective profits at the six banks - the largest in the US by assets - are expected to rise about 5 per cent year on year, according to estimates compiled by Bloomberg.",Citigroup,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"Collective profits at the six banks - the largest in the US by assets - are expected to rise about 5 per cent year on year, according to estimates compiled by Bloomberg.",Bank of America,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"Collective profits at the six banks - the largest in the US by assets - are expected to rise about 5 per cent year on year, according to estimates compiled by Bloomberg.",JPMorgan,Joshua Franklin,Wall Street traders poised to bail out bankers in first-quarter results,2025-04-08,True,news,"News article by Joshua Franklin
Title: Wall Street traders poised to bail out bankers in first-quarter results, published 2025-04-08",external
"JPMorgan Chase's chief executive Jamie Dimon warned that the US economy was facing ""considerable turbulence"" as market tumult boosted the Wall Street bank's trading business at the start of 2025.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
Dimon sided with his bank's economists that the odds of a recession were 50/50. US President Donald Trump earlier this week cited the views of the JPMorgan boss as influencing his thinking around tariffs.,JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"Dimon was speaking after JPMorgan, the largest US lender, on Friday reported net income in the first quarter rose 9 per cent from the previous year to $14.6bn, exceeding the $13.6bn analysts had expected.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"And despite Dimon's warnings of increased volatility, the market tumult in the early months of Trump's administration was good for JPMorgan's trading business in the first quarter.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"Equities trading was JPMorgan's standout unit, with revenues rising 48 per cent from a year earlier to $3.8bn, far higher than analysts had expected and its best quarter on record.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"JPMorgan's fixed income trading was also up 8 per cent at $5.8bn. Investment banking fees rose 12 per cent year on year to $2.2bn, a more modest increase than the mid-teens rise it had predicted in mid-February.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"""In light of market conditions, we are adopting a cautious stance on the investment banking outlook,"" said JPMorgan finance chief Jeremy Barnum.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"JPMorgan shares were up about 3 per cent in New York trading, while Morgan Stanley was down slightly.",JPMorgan,Joshua Franklin,JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy,2025-04-11,False,news,"News article by Joshua Franklin
Title: JPMorgan chief Jamie Dimon warns of 'considerable turbulence' in US economy, published 2025-04-11",external
"The combined performance by JPMorgan Chase, Goldman Sachs, Morgan Stanley, Bank of America and Citigroup marks a return to favour for a business that until 2020 had been a shadow of its pre-financial crisis form.",Citigroup,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"The combined performance by JPMorgan Chase, Goldman Sachs, Morgan Stanley, Bank of America and Citigroup marks a return to favour for a business that until 2020 had been a shadow of its pre-financial crisis form.",Bank of America,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"The combined performance by JPMorgan Chase, Goldman Sachs, Morgan Stanley, Bank of America and Citigroup marks a return to favour for a business that until 2020 had been a shadow of its pre-financial crisis form.",JPMorgan,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"On Tuesday, Citigroup reported a 20 per cent surge in first-quarter profits to $4.1bn, boosted by the performance of its trading business. Bank of America reported net profits of $7.4bn, up 11 per cent.",Citigroup,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"On Tuesday, Citigroup reported a 20 per cent surge in first-quarter profits to $4.1bn, boosted by the performance of its trading business. Bank of America reported net profits of $7.4bn, up 11 per cent.",Bank of America,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Citi and BofA reported smaller increases from trading than JPMorgan, Goldman Sachs and Morgan Stanley, which have bigger trading businesses",JPMorgan,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Citi and BofA reported smaller increases from trading than JPMorgan, Goldman Sachs and Morgan Stanley, which have bigger trading businesses",Citigroup,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Citi and BofA reported smaller increases from trading than JPMorgan, Goldman Sachs and Morgan Stanley, which have bigger trading businesses",Bank of America,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"However the two banks reported smaller increases from trading than JPMorgan, Goldman Sachs and Morgan Stanley, which have bigger trading businesses.",JPMorgan,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,False,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Goldman Sachs retained the equities trading crown, with $4.2bn in revenues from the business. But Morgan Stanley's gains of 45 per cent outpaced Goldman Sachs', taking it within $70mn of its rival. BofA and Citi both posted increases of less than 20 per cent, the lowest of the group. JPMorgan led in overall trading revenues with $9.7bn, up about a fifth from the year before.",Citigroup,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Goldman Sachs retained the equities trading crown, with $4.2bn in revenues from the business. But Morgan Stanley's gains of 45 per cent outpaced Goldman Sachs', taking it within $70mn of its rival. BofA and Citi both posted increases of less than 20 per cent, the lowest of the group. JPMorgan led in overall trading revenues with $9.7bn, up about a fifth from the year before.",JPMorgan,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
