text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call,bank,document_type,source,sentiment
"So, when we think of our balance outlook, we see it as flat to slightly down maybe with our sort of market share and growth ambitions offsetting those system-wide headwinds.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 5",Negative
"Clearly, the main difference in our current guidance relative to what we had earlier in the year, which implied a lot more sequential decline, is just the change in the Fed outlook. So, two cuts versus six cuts is the main difference there.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 5",Negative
"And just sort of reiterating and another example of what we've said a lot over the years that it's volatile, it's untransparent, it makes it very hard to manage capital of a bank. It leads to excessively high management buffers, and we think it's really not a great way to do things. So, I'll leave it at that.",quarter,Jeremy Barnum,CFO,5,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 5",Negative
"But there are some important caveats. So, on the DCM side, yeah, we made pull-forward comments in the first quarter, but we still feel that this second quarter still reflects a bunch of pull-forward and therefore, we're reasonably cautious about the second half of the year. Importantly, a lot of the activity is refinancing activity as opposed to, for example, acquisition finance.",quarter,Jeremy Barnum,CFO,6,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 6",Negative
"So, the fact that M&A remains still relatively muted in terms of actual deals has knock-on effects on DCM as well. And when a higher percentage of the wallet is refied, then the pull-forward risk becomes a little bit higher.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"On ECM, if you look at it kind of at a remove, you might ask the question, given the performance of the overall indices, you would think it would be a really booming environment for IPOs for example. And while it's improving, it's not quite as good as you would otherwise expect, and that's driven by a variety of factors, including the fact that, as has been widely discussed, the extent to which the performance of the large indices is driven by, like a few stocks, the sort of mid-cap tech growth space and other spaces that would typically be driving IPOs have had much more muted performance.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"Also, a lot of the private capital that was raised a couple years ago was raised at pretty high valuations. And so, in some cases, people looking at IPOs could be looking at down-rounds, that's an issue.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"And, yeah, on the advisory side, the regulatory overhang is there, remains there, and so, we'll just have to see how that plays out.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"As I say, we always look quite closely inside the cohort, inside the income cohorts. And when you look in there, specifically, for example, on spend patterns, you can see a little bit of evidence of behavior that's consistent with a little bit of weakness in the lower income segments where you see a little bit of rotation on the spend out of discretionary into non-discretionary.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"And so, it's not entirely surprising that you're seeing a tiny bit of weakness in some pockets of spend. So, it all kind of hangs together in what is in some sense actually not a very interesting story.",quarter,Jeremy Barnum,CFO,7,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"And so, if you do that, like whatever you get for this year, is still clearly a number that's higher than the 17%. So, yeah, one source of headwinds is normalization of the NII, primarily as a result of expected higher deposit costs. That's – we've talked about that. Part of it is also the yield curve effects. Some cuts will come into the curve at some point.",quarter,Jeremy Barnum,CFO,9,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 9",Negative
"But that is obviously one big element of uncertainty behind that 17%, which is why at Investor Day when we talked about it, both Daniel and I were quite specific about saying that we thought 17% was still achievable, assuming a reasonable outcome on the Basel III Endgame.",quarter,Jeremy Barnum,CFO,10,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 10",Negative
"But having said that, let me nonetheless try to address your point on framework and governors. So, generally speaking, we think it doesn't make sense to sort of exit the market entirely unless the conditions are much more unusual than they are right now, let's say.",quarter,Jeremy Barnum,CFO,11,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 11",Negative
"And beyond that, what you’re left with is my answer to Steve’s question, which is that, to your point about buying back earnings or whatever, when we’re generating these types of earnings and there’s this much organic capital being generated in the absence of opportunities to deploy it organically or inorganically and while continuing to maintain our healthy, but sustainable dividend, if we don’t return the capital we are going to keep growing the CET1 ratio to levels, which, if you think about the long strategic outlook of the company, are not reasonable.",quarter,Jeremy Barnum,CFO,12,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 12",Negative
"They’re just artificially high and unnecessary. So, one way or the other, that will need to be addressed at some point. It’s just that we don’t feel that now is the right time.",quarter,Jeremy Barnum,CFO,12,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 12",Negative
"So, we do continue to expect that migration to happen and therefore, that will be a source of headwinds. And that migration sometimes happens internally, i.e., out of non-interest-bearing into interest-bearing or into CDs. Sometimes, it goes into money markets or into investments, which is what we see happening in our Wealth Management business and some of it does leave the company.",quarter,Jeremy Barnum,CFO,12,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 12",Negative
"So, big picture. I do think that migration out of non-interest-bearing into interest-bearing will continue to be a thing and that is a contributor to the modest headwinds that we expect for NII right now. But, yeah, I'll leave it at that, I guess.",quarter,Jeremy Barnum,CFO,13,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 13",Negative
"Yeah. It's a good question. I think the short answer is no. We're not really seeing early signs of cracks in C&I. I mean, yes, I agree with you, like the C&I charge-off rate has been very, very low for a long time. I think we emphasized that at last year's Investor Day, if I remember correctly. I think the C&I charge-off rate we've seen in 10 years was something like literally zero.",quarter,Jeremy Barnum,CFO,13,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 13",Negative
"And then, secondly, outside of Card, loan demand has been quite weak and any thoughts from you on if you're seeing any change in demand or how you're thinking about loan demand going forward? Thanks.",quarter,Jim Mitchell,Analyst,14,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jim Mitchell (Analyst)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 14",Negative
"On the loan demand front, yeah, I mean, unfortunately, I just don't have much new to say there on loan demand, meaning, to your point, loan demand remains quite muted everywhere except Card.",quarter,Jeremy Barnum,CFO,14,Q and A,Q2_2024,2024-07-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2024 Earnings Call Transcript, Page 14",Negative
"Good morning, everybody. Before we start the actual call, I want to repeat something we just said on the press call, so before we get into the discussions about third quarter earnings, I just want to say how deeply saddened we all are about the recent horrific attacks on Israel and the resulting bloodshed and more. Terrorism and hatred have no place in our civilized world and all the hearts at JPMorgan Chase go out to all who are suffering.",quarter,Jamie Dimon,CEO,2,Introduction,Q3_2023,2023-10-13,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 2",Negative
"And Markets revenue was down $190 million, or 3% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 2",Negative
"Given that context, the absence of detailed analysis supporting a capital increase of this magnitude is disconcerting and there's a lot that does not make sense to us.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 2",Negative
"We've been on the record for a long time. The GSIB was conceptually flawed and mis-calibrated originally; since implementation, the failure to address economic growth, despite the Fed themselves acknowledging this problem at the outset has made matters worse.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 2",Negative
"And now, all of those problems are being applied to an additional $500 billion of RWA.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 2",Negative
"And of course, given the absence of a fix to the GSIB flaws it continues to present a headwind into the indefinite future.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"And aside from those dynamics, there remains the longstanding issue of procyclicality in the overall capital framework.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
End-of-period deposits were down 3% quarter-on-quarter.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"In Home Lending, revenue was down 2% year-on-year, given a smaller market.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"Originations of $10.3 billion were up slightly quarter-on-quarter, but they remain down 15% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
Investment Banking revenue of $1.6 billion was down 6% year-on-year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"IB fees were down 3% year-on-year, and we ranked number one with a year-to-date wallet share of 8.6%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"In Advisory, fees were down 10%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"Advisory has also picked up compared to the first half, but year-to-date announced M&A remains down significantly, which will continue to be a headwind.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 3",Negative
"Moving to Markets – total revenue was $6.6 billion, down 3% year-on-year, against a very strong third quarter last year.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
"Equity Markets was down 10%, reflecting lower revenues across products compared to a strong prior-year quarter, as activity was challenged by lower volatility.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
"Average deposits were down 7% year-on-year, 5% quarter-on-quarter, primarily driven by lower non-operating deposits as clients opt for higher yielding alternatives.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
"Finally, loans were flat quarter-on-quarter, while deposits were down 5%, driven by migration to investments, partially offset by client inflows.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
And NIR was a net loss of $506 million and included the net investment securities losses I mentioned upfront.,quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
"Throughout the year we've been pointing out the various sources of significant uncertainty in all of those, including the geopolitical situation, economic outlook, rate environment, deposit reprice and the impact of the Basel III Endgame proposal are as prominent now as they have been in the recent past.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 4",Negative
"So, as we talked a little bit about on the press call, we've been trying to be a little bit cautious about recognizing that we don't think the current levels are sustainable and we do think that we'll have to reprice in some pockets to some degree, maybe tiering or whatever at some point in the future. And, of course, that hasn't happened yet this year, so that's one factor.",quarter,Jeremy Barnum,CFO,5,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 5",Negative
"In terms of higher-for-longer, I think it just means that there will continue to be upward pressure on deposit pricing both from internal migration and possibly moderate effects. And in the end, as we always say, we’re going to price products as a function of the competitive market environment.",quarter,Jeremy Barnum,CFO,5,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 5",Negative
And we continue to try to position ourselves so that neither have significantly higher rates nor significant lower rates present a particularly large challenge to the company.,quarter,Jeremy Barnum,CFO,5,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 5",Negative
"Yeah. Good question. I mean, as you know obviously, the current levels in investment banking remain quite depressed; certainly relative to the elevated levels we saw during the pandemic, but even relative to sort of 2019, which is what you might consider the last normal year.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"And to be fair, while the current environment is a little bit complicated and mixed and there are some headwinds as you pointed out, things have improved a little bit. And I think I would say our banking team is a little bit more optimistic than they were last quarter.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
So it feels to me like a little bit of a slow grind with some positive momentum but obviously significant uncertainty in the outlook and some structural headwinds given lower levels of announced M&A and some regulatory headwinds on that side.,quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"Some of which are what you might call philosophical in nature or some of the things I highlighted in my prepared remarks, but some of them are sort of very technical in nature, including things that we think might actually be mistakes in the proposal.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
And so talking a lot about optimizing away stuff that might change just feels like a bit premature at this point.,quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"Also, it depends on your definition of optimization. Sometimes I use the term costless optimization, whereas these technical fixes that don’t affect revenue and don’t require you to exit businesses; I think that type of optimization will be harder to find than it has been in the past.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"A good example of that is the renewable energy tax credit investment business, which as a result of the quadrupling of the risk weight, may no longer make sense.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"Now, that's one that we hope will be changed but it's tricky because those are very long duration assets. So between now and the rule is finalized, it raises some questions about whether we want to put that stuff on the balance sheet.",quarter,Jeremy Barnum,CFO,6,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 6",Negative
"No, but in all seriousness, I think our U.S. economists had their central case outlook to include a very mild recession with I think two quarters of negative half a percent of GDP growth in the fourth quarter and first quarter of this year, and that then got revised out early this quarter to now have sort of modest growth I think around 1% for a few quarters into 2024.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 7",Negative
"So, just flowing that through our process while acknowledging that we're still skewed to the downside, we're still reserved to a significantly higher unemployment rate on a weighted-average basis than is in the central case outlook.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 7",Negative
"And I think your other question was where am I seeing softness in credit? And I think the answer to that is actually nowhere, roughly.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 7",Negative
"We're certainly nowhere that's not expected, meaning, we continue to see the normalization story play out in Consumer more or less exactly as expected, and then of course, we are seeing a trickle of charge-offs coming through the office space.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 7",Negative
"So anyway, the point is it's long, it’s complicated, it’s technical. We do think there are probably some technical mistakes in there. We're not going to forcefully advocate on all of those.",quarter,Jeremy Barnum,CFO,7,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 7",Negative
"Sorry, I'm just getting a correction in the room. I meant to say trillion.",quarter,Jeremy Barnum,CFO,8,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 8",Negative
"So anyway, with the benefit of time and having everything settled in a little bit, if you sort of push us for that, kind of, what is that number now look like, we think it’s probably closer to about $80 billion, with all of the obvious caveats that this is a guess, and we don’t know when. But we’re just trying to point out that it’s quite a bit lower than the current run rate.",quarter,Jeremy Barnum,CFO,9,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 9",Negative
"And generally, the supply chain situation is better, so that's been supported. As we look forward there, it should be a little bit more muted.",quarter,Jeremy Barnum,CFO,10,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 10",Negative
"And I think generally in Wholesale the loan growth story is going to be driven just by the economic environment. So depending on what you believe about soft landing, mild recession, no landing, you have slightly lower or slightly higher loan growth. But in any case, I would expect it to be relatively muted.",quarter,Jeremy Barnum,CFO,10,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 10",Negative
"And, of course, Home Lending remains fairly constrained both by rates and market conditions.",quarter,Jeremy Barnum,CFO,10,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 10",Negative
"And we're seeing some of the benefits of that now, although we're not complacent. The competition is still there. The fintechs are still there, and we know we need to continue investing to preserve the value.",quarter,Jeremy Barnum,CFO,10,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 10",Negative
"I hear you loud and clear in terms of how this could have harm in terms of pricing for Main Street and dislocating the pipes in American capital markets. But for JPMorgan, does this change your natural return profile of 17%? Jamie, I know you lingered a little bit on 14% when you were at Barclays in September. But at the end of the day, it feels like for the portfolio managers that own JPMorgan through the cycle, does Basel III Endgame really harm your natural earnings power and returns?",quarter,Erika Najarian,Analyst,12,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Erika Najarian (Analyst)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 12",Negative
"So, short answer is we're not going to change that number today, but when you look at what we've disclosed about a 25% increase in capital, you have to start by acknowledging that that is a major headwind to returns.",quarter,Jeremy Barnum,CFO,12,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 12",Negative
"There may be some opportunities for costless optimization. I'm personally a little bit more pessimistic about those, but we've surprised ourselves on those points in the past, so we'll see.",quarter,Jeremy Barnum,CFO,13,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 13",Negative
"You want to start? Okay. So, I mean, on green shoots, you'll just note that our comments are cautious. I mean, there is momentum. I do think we are a little bit more optimistic than we were, but obviously, markets have been bumpy, both equity markets and rate markets have been very whippy recently.",quarter,Jeremy Barnum,CFO,13,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 13",Negative
"And of course, the overall economic picture at least currently looks solid, this sort of immaculate disinflation trade is actually happening. So those are all reasons to be a little bit optimistic in the near-term, but it's tempered with quite a bit of caution.",quarter,Jeremy Barnum,CFO,13,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 13",Negative
"Between QT, if you never had and how much the fiscal stimulus could continue at this rate before you have kind of the crowding out kind of factor. So I think people have to be very cautious, and of course, the geopolitics I think is just an extraordinary issue we have to deal with. How do you prepare the company for that?",quarter,Jamie Dimon,CEO,14,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 14",Negative
"If you don't believe me, remember 1987, 1990, 1994, the year 2000, the year 2009, and people don't predict those inflection points. But my caution is that we are facing so many uncertainties out there. You just got to be very cautious with what you're facing.",quarter,Jamie Dimon,CEO,14,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 14",Negative
"Younger generations have different expectations, and we have to be nimble, and we have to be on our front foot. And otherwise, we risk getting severely disrupted. So I don't know if Jamie wants to add anything.",quarter,Jeremy Barnum,CFO,15,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 15",Negative
"I think we're still kind of in the ballpark, but I would say at the margin there's going to be a little bit of upward pressure.",quarter,Jeremy Barnum,CFO,15,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 15",Negative
"Yeah, this is all now including First Republic. And I think there will be a little bit of upward pressure on that as we sort of do our usual thing and look at all of the opportunities that we see and the investments that we want to make. So no surprise in that sense that we're going to invest prudently. Nothing dramatic, but probably a little bit of upward pressure at the margin.",quarter,Jeremy Barnum,CFO,16,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 16",Negative
"Okay. And then if it weren't to change, and you talked about the potential negative impact on liquidity in the Markets business specifically, is that a JPM pulling out of certain businesses type event? Or is it more a comment that there'd be fewer providers of liquidity as less scaled players exit, and maybe that's almost equal a market share gain opportunity for JPMorgan in a smaller business?",quarter,Jim Mitchell,Analyst,16,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jim Mitchell (Analyst)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 16",Negative
"I think so if you look at Markets alone, it's a huge, I think 60%, increase in capital. And if you look at it, you can do that by product. For some products it's worse than for others, but generally it's bad across all products.",quarter,Jamie Dimon,CEO,16,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 16",Negative
"Hi, good morning. You talked about increased investment spend in some areas in response to an earlier question. But just how do you think about cost control overall, looking at the medium term? The outlook for revenue is obviously pressured at least on net interest income. Fees might help, but the backdrop is for potentially declining revenue or at least flattish revenue for a couple or few years. So, I know you always say you want to invest for the cycle, and it's really paid off over time, but how are you thinking about cost control the next few years?",quarter,Matt O'Connor,Analyst,17,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Matt O'Connor (Analyst)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 17",Negative
"In a world where rates drop very suddenly and recover like quite dramatically, and credit becomes abnormally good and then rebounds, and you've seen these very significant fluctuations in capital markets. We saw that in 2021 going into 2022 where the revenue environment can change a lot in the short term for reasons that can be largely out of your control.",quarter,Jeremy Barnum,CFO,17,Q and A,Q3_2023,2023-10-13,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2023 Earnings Call Transcript, Page 17",Negative
"Now, let's go to our businesses, starting with CCB on page 4. CCB reported net income of $4.0 billion on revenue of $17.8 billion, which was down 3% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 2",Negative
"In Banking & Wealth Management, revenue was down 11% year-on-year, reflecting deposit margin compression and lower deposits, partially offset by growth in Wealth Management revenue. Average deposits were down 8% year-on-year and 2% sequentially.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 2",Negative
We're seeing a slowdown in customer yield-seeking activity including in CD volumes and expect deposits to be relatively flat for the remainder of the year.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q3, 2024 Earnings Call Transcript, Page 2",Negative
